[2026-01-09 15:04:11] [PID:9202] [INFO] [Master] main.c:142 (main) - Starting Master Process (PID=9202)
[2026-01-09 15:04:13] [PID:9455] [INFO] [CommClient] Communication_Client.c:125 (main) - Connecting to 130.125.13.149:5050
[2026-01-09 15:04:17] [PID:9472] [INFO] [BlackBoard] BlackBoard.c:421 (main) - Received drone coordinates
[2026-01-09 15:04:17] [PID:9472] [INFO] [BlackBoard] BlackBoard.c:421 (main) - Received drone coordinates
[2026-01-09 15:04:17] [PID:9472] [INFO] [BlackBoard] BlackBoard.c:421 (main) - Received drone coordinates
[2026-01-09 15:04:18] [PID:9472] [INFO] [BlackBoard] BlackBoard.c:421 (main) - Received drone coordinates
[2026-01-09 15:04:18] [PID:9472] [INFO] [BlackBoard] BlackBoard.c:421 (main) - Received drone coordinates
[2026-01-09 15:04:18] [PID:9472] [INFO] [BlackBoard] BlackBoard.c:421 (main) - Received drone coordinates
[2026-01-09 15:04:18] [PID:9472] [INFO] [BlackBoard] BlackBoard.c:421 (main) - Received drone coordinates
[2026-01-09 15:04:18] [PID:9472] [INFO] [BlackBoard] BlackBoard.c:421 (main) - Received drone coordinates
[2026-01-09 15:04:18] [PID:9472] [INFO] [BlackBoard] BlackBoard.c:421 (main) - Received drone coordinates
[2026-01-09 15:04:18] [PID:9472] [INFO] [BlackBoard] BlackBoard.c:421 (main) - Received drone coordinates
[2026-01-09 15:04:18] [PID:9472] [INFO] [BlackBoard] BlackBoard.c:421 (main) - Received drone coordinates
[2026-01-09 15:04:18] [PID:9472] [INFO] [BlackBoard] BlackBoard.c:421 (main) - Received drone coordinates
[2026-01-09 15:04:18] [PID:9472] [INFO] [BlackBoard] BlackBoard.c:421 (main) - Received drone coordinates
[2026-01-09 15:04:18] [PID:9472] [INFO] [BlackBoard] BlackBoard.c:421 (main) - Received drone coordinates
[2026-01-09 15:04:18] [PID:9472] [INFO] [BlackBoard] BlackBoard.c:421 (main) - Received drone coordinates
[2026-01-09 15:04:18] [PID:9472] [INFO] [BlackBoard] BlackBoard.c:421 (main) - Received drone coordinates
[2026-01-09 15:04:18] [PID:9472] [INFO] [BlackBoard] BlackBoard.c:421 (main) - Received drone coordinates
[2026-01-09 15:04:18] [PID:9472] [INFO] [BlackBoard] BlackBoard.c:421 (main) - Received drone coordinates
[2026-01-09 15:04:18] [PID:9472] [INFO] [BlackBoard] BlackBoard.c:421 (main) - Received drone coordinates
[2026-01-09 15:04:19] [PID:9472] [INFO] [BlackBoard] BlackBoard.c:421 (main) - Received drone coordinates
[2026-01-09 15:04:19] [PID:9472] [INFO] [BlackBoard] BlackBoard.c:421 (main) - Received drone coordinates
[2026-01-09 15:04:19] [PID:9472] [INFO] [BlackBoard] BlackBoard.c:421 (main) - Received drone coordinates
[2026-01-09 15:04:19] [PID:9472] [INFO] [BlackBoard] BlackBoard.c:421 (main) - Received drone coordinates
[2026-01-09 15:04:19] [PID:9472] [INFO] [BlackBoard] BlackBoard.c:421 (main) - Received drone coordinates
[2026-01-09 15:04:19] [PID:9472] [INFO] [BlackBoard] BlackBoard.c:421 (main) - Received drone coordinates
[2026-01-09 15:04:19] [PID:9472] [INFO] [BlackBoard] BlackBoard.c:421 (main) - Received drone coordinates
[2026-01-09 15:04:19] [PID:9472] [INFO] [BlackBoard] BlackBoard.c:421 (main) - Received drone coordinates
[2026-01-09 15:04:19] [PID:9472] [INFO] [BlackBoard] BlackBoard.c:421 (main) - Received drone coordinates
[2026-01-09 15:04:19] [PID:9472] [INFO] [BlackBoard] BlackBoard.c:421 (main) - Received drone coordinates
[2026-01-09 15:04:19] [PID:9472] [INFO] [BlackBoard] BlackBoard.c:421 (main) - Received drone coordinates
[2026-01-09 15:04:19] [PID:9472] [INFO] [BlackBoard] BlackBoard.c:421 (main) - Received drone coordinates
[2026-01-09 15:04:19] [PID:9472] [INFO] [BlackBoard] BlackBoard.c:421 (main) - Received drone coordinates
[2026-01-09 15:04:19] [PID:9472] [INFO] [BlackBoard] BlackBoard.c:421 (main) - Received drone coordinates
[2026-01-09 15:04:19] [PID:9472] [INFO] [BlackBoard] BlackBoard.c:421 (main) - Received drone coordinates
[2026-01-09 15:04:20] [PID:9472] [INFO] [BlackBoard] BlackBoard.c:421 (main) - Received drone coordinates
[2026-01-09 15:04:20] [PID:9472] [INFO] [BlackBoard] BlackBoard.c:421 (main) - Received drone coordinates
[2026-01-09 15:04:20] [PID:9472] [INFO] [BlackBoard] BlackBoard.c:421 (main) - Received drone coordinates
[2026-01-09 15:04:20] [PID:9472] [INFO] [BlackBoard] BlackBoard.c:421 (main) - Received drone coordinates
[2026-01-09 15:04:20] [PID:9472] [INFO] [BlackBoard] BlackBoard.c:421 (main) - Received drone coordinates
[2026-01-09 15:04:20] [PID:9472] [INFO] [BlackBoard] BlackBoard.c:421 (main) - Received drone coordinates
[2026-01-09 15:04:20] [PID:9472] [INFO] [BlackBoard] BlackBoard.c:421 (main) - Received drone coordinates
[2026-01-09 15:04:20] [PID:9472] [INFO] [BlackBoard] BlackBoard.c:421 (main) - Received drone coordinates
[2026-01-09 15:04:20] [PID:9472] [INFO] [BlackBoard] BlackBoard.c:421 (main) - Received drone coordinates
[2026-01-09 15:04:20] [PID:9472] [INFO] [BlackBoard] BlackBoard.c:421 (main) - Received drone coordinates
[2026-01-09 15:04:20] [PID:9472] [INFO] [BlackBoard] BlackBoard.c:421 (main) - Received drone coordinates
[2026-01-09 15:04:20] [PID:9472] [INFO] [BlackBoard] BlackBoard.c:421 (main) - Received drone coordinates
[2026-01-09 15:04:20] [PID:9472] [INFO] [BlackBoard] BlackBoard.c:421 (main) - Received drone coordinates
[2026-01-09 15:04:20] [PID:9472] [INFO] [BlackBoard] BlackBoard.c:421 (main) - Received drone coordinates
[2026-01-09 15:04:20] [PID:9472] [INFO] [BlackBoard] BlackBoard.c:421 (main) - Received drone coordinates
[2026-01-09 15:04:20] [PID:9472] [INFO] [BlackBoard] BlackBoard.c:421 (main) - Received drone coordinates
[2026-01-09 15:04:21] [PID:9472] [INFO] [BlackBoard] BlackBoard.c:421 (main) - Received drone coordinates
[2026-01-09 15:04:21] [PID:9472] [INFO] [BlackBoard] BlackBoard.c:421 (main) - Received drone coordinates
[2026-01-09 15:04:21] [PID:9472] [INFO] [BlackBoard] BlackBoard.c:421 (main) - Received drone coordinates
[2026-01-09 15:04:21] [PID:9472] [INFO] [BlackBoard] BlackBoard.c:421 (main) - Received drone coordinates
[2026-01-09 15:04:21] [PID:9472] [INFO] [BlackBoard] BlackBoard.c:421 (main) - Received drone coordinates
[2026-01-09 15:04:21] [PID:9472] [INFO] [BlackBoard] BlackBoard.c:421 (main) - Received drone coordinates
[2026-01-09 15:04:21] [PID:9472] [INFO] [BlackBoard] BlackBoard.c:421 (main) - Received drone coordinates
[2026-01-09 15:04:21] [PID:9472] [INFO] [BlackBoard] BlackBoard.c:421 (main) - Received drone coordinates
[2026-01-09 15:04:21] [PID:9453] [INFO] [Drone] process_Drone.c:277 (main) - Received key input: f
[2026-01-09 15:04:21] [PID:9472] [INFO] [BlackBoard] BlackBoard.c:421 (main) - Received drone coordinates
[2026-01-09 15:04:21] [PID:9472] [INFO] [BlackBoard] BlackBoard.c:421 (main) - Received drone coordinates
[2026-01-09 15:04:21] [PID:9472] [INFO] [BlackBoard] BlackBoard.c:421 (main) - Received drone coordinates
[2026-01-09 15:04:21] [PID:9472] [INFO] [BlackBoard] BlackBoard.c:421 (main) - Received drone coordinates
[2026-01-09 15:04:21] [PID:9472] [INFO] [BlackBoard] BlackBoard.c:421 (main) - Received drone coordinates
[2026-01-09 15:04:21] [PID:9472] [INFO] [BlackBoard] BlackBoard.c:421 (main) - Received drone coordinates
[2026-01-09 15:04:21] [PID:9472] [INFO] [BlackBoard] BlackBoard.c:421 (main) - Received drone coordinates
[2026-01-09 15:04:22] [PID:9472] [INFO] [BlackBoard] BlackBoard.c:421 (main) - Received drone coordinates
[2026-01-09 15:04:22] [PID:9472] [INFO] [BlackBoard] BlackBoard.c:421 (main) - Received drone coordinates
[2026-01-09 15:04:22] [PID:9472] [INFO] [BlackBoard] BlackBoard.c:421 (main) - Received drone coordinates
[2026-01-09 15:04:22] [PID:9472] [INFO] [BlackBoard] BlackBoard.c:421 (main) - Received drone coordinates
[2026-01-09 15:04:22] [PID:9472] [INFO] [BlackBoard] BlackBoard.c:421 (main) - Received drone coordinates
[2026-01-09 15:04:22] [PID:9472] [INFO] [BlackBoard] BlackBoard.c:421 (main) - Received drone coordinates
[2026-01-09 15:04:22] [PID:9472] [INFO] [BlackBoard] BlackBoard.c:421 (main) - Received drone coordinates
[2026-01-09 15:04:22] [PID:9472] [INFO] [BlackBoard] BlackBoard.c:421 (main) - Received drone coordinates
[2026-01-09 15:04:22] [PID:9472] [INFO] [BlackBoard] BlackBoard.c:421 (main) - Received drone coordinates
[2026-01-09 15:04:22] [PID:9472] [INFO] [BlackBoard] BlackBoard.c:421 (main) - Received drone coordinates
[2026-01-09 15:04:22] [PID:9472] [INFO] [BlackBoard] BlackBoard.c:421 (main) - Received drone coordinates
[2026-01-09 15:04:22] [PID:9472] [INFO] [BlackBoard] BlackBoard.c:421 (main) - Received drone coordinates
[2026-01-09 15:04:22] [PID:9453] [INFO] [Drone] process_Drone.c:277 (main) - Received key input: s
[2026-01-09 15:04:22] [PID:9472] [INFO] [BlackBoard] BlackBoard.c:421 (main) - Received drone coordinates
[2026-01-09 15:04:22] [PID:9472] [INFO] [BlackBoard] BlackBoard.c:421 (main) - Received drone coordinates
[2026-01-09 15:04:22] [PID:9472] [INFO] [BlackBoard] BlackBoard.c:421 (main) - Received drone coordinates
[2026-01-09 15:04:22] [PID:9472] [INFO] [BlackBoard] BlackBoard.c:421 (main) - Received drone coordinates
[2026-01-09 15:04:22] [PID:9472] [INFO] [BlackBoard] BlackBoard.c:421 (main) - Received drone coordinates
[2026-01-09 15:04:23] [PID:9472] [INFO] [BlackBoard] BlackBoard.c:421 (main) - Received drone coordinates
[2026-01-09 15:04:23] [PID:9472] [INFO] [BlackBoard] BlackBoard.c:421 (main) - Received drone coordinates
[2026-01-09 15:04:23] [PID:9472] [INFO] [BlackBoard] BlackBoard.c:421 (main) - Received drone coordinates
[2026-01-09 15:04:23] [PID:9472] [INFO] [BlackBoard] BlackBoard.c:421 (main) - Received drone coordinates
[2026-01-09 15:04:23] [PID:9472] [INFO] [BlackBoard] BlackBoard.c:421 (main) - Received drone coordinates
[2026-01-09 15:04:23] [PID:9472] [INFO] [BlackBoard] BlackBoard.c:421 (main) - Received drone coordinates
[2026-01-09 15:04:23] [PID:9472] [INFO] [BlackBoard] BlackBoard.c:421 (main) - Received drone coordinates
[2026-01-09 15:04:23] [PID:9472] [INFO] [BlackBoard] BlackBoard.c:421 (main) - Received drone coordinates
[2026-01-09 15:04:23] [PID:9472] [INFO] [BlackBoard] BlackBoard.c:421 (main) - Received drone coordinates
[2026-01-09 15:04:23] [PID:9472] [INFO] [BlackBoard] BlackBoard.c:421 (main) - Received drone coordinates
[2026-01-09 15:04:23] [PID:9472] [INFO] [BlackBoard] BlackBoard.c:421 (main) - Received drone coordinates
[2026-01-09 15:04:23] [PID:9472] [INFO] [BlackBoard] BlackBoard.c:421 (main) - Received drone coordinates
[2026-01-09 15:04:23] [PID:9472] [INFO] [BlackBoard] BlackBoard.c:421 (main) - Received drone coordinates
[2026-01-09 15:04:23] [PID:9472] [INFO] [BlackBoard] BlackBoard.c:421 (main) - Received drone coordinates
[2026-01-09 15:04:23] [PID:9472] [INFO] [BlackBoard] BlackBoard.c:421 (main) - Received drone coordinates
[2026-01-09 15:04:23] [PID:9472] [INFO] [BlackBoard] BlackBoard.c:421 (main) - Received drone coordinates
[2026-01-09 15:04:24] [PID:9472] [INFO] [BlackBoard] BlackBoard.c:421 (main) - Received drone coordinates
[2026-01-09 15:04:24] [PID:9472] [INFO] [BlackBoard] BlackBoard.c:421 (main) - Received drone coordinates
[2026-01-09 15:04:24] [PID:9472] [INFO] [BlackBoard] BlackBoard.c:421 (main) - Received drone coordinates
[2026-01-09 15:04:24] [PID:9472] [INFO] [BlackBoard] BlackBoard.c:421 (main) - Received drone coordinates
[2026-01-09 15:04:24] [PID:9472] [INFO] [BlackBoard] BlackBoard.c:421 (main) - Received drone coordinates
[2026-01-09 15:04:24] [PID:9472] [INFO] [BlackBoard] BlackBoard.c:421 (main) - Received drone coordinates
[2026-01-09 15:04:24] [PID:9472] [INFO] [BlackBoard] BlackBoard.c:421 (main) - Received drone coordinates
[2026-01-09 15:04:24] [PID:9472] [INFO] [BlackBoard] BlackBoard.c:421 (main) - Received drone coordinates
[2026-01-09 15:04:24] [PID:9472] [INFO] [BlackBoard] BlackBoard.c:421 (main) - Received drone coordinates
[2026-01-09 15:04:24] [PID:9472] [INFO] [BlackBoard] BlackBoard.c:421 (main) - Received drone coordinates
[2026-01-09 15:04:24] [PID:9472] [INFO] [BlackBoard] BlackBoard.c:421 (main) - Received drone coordinates
[2026-01-09 15:04:24] [PID:9472] [INFO] [BlackBoard] BlackBoard.c:421 (main) - Received drone coordinates
[2026-01-09 15:04:24] [PID:9472] [INFO] [BlackBoard] BlackBoard.c:421 (main) - Received drone coordinates
[2026-01-09 15:04:24] [PID:9472] [INFO] [BlackBoard] BlackBoard.c:421 (main) - Received drone coordinates
[2026-01-09 15:04:24] [PID:9472] [INFO] [BlackBoard] BlackBoard.c:421 (main) - Received drone coordinates
[2026-01-09 15:04:24] [PID:9472] [INFO] [BlackBoard] BlackBoard.c:421 (main) - Received drone coordinates
[2026-01-09 15:04:25] [PID:9472] [INFO] [BlackBoard] BlackBoard.c:421 (main) - Received drone coordinates
[2026-01-09 15:04:25] [PID:9472] [INFO] [BlackBoard] BlackBoard.c:421 (main) - Received drone coordinates
[2026-01-09 15:04:25] [PID:9472] [INFO] [BlackBoard] BlackBoard.c:421 (main) - Received drone coordinates
[2026-01-09 15:04:25] [PID:9472] [INFO] [BlackBoard] BlackBoard.c:421 (main) - Received drone coordinates
[2026-01-09 15:04:25] [PID:9472] [INFO] [BlackBoard] BlackBoard.c:421 (main) - Received drone coordinates
[2026-01-09 15:04:25] [PID:9472] [INFO] [BlackBoard] BlackBoard.c:421 (main) - Received drone coordinates
[2026-01-09 15:04:25] [PID:9472] [INFO] [BlackBoard] BlackBoard.c:421 (main) - Received drone coordinates
[2026-01-09 15:04:25] [PID:9472] [INFO] [BlackBoard] BlackBoard.c:421 (main) - Received drone coordinates
[2026-01-09 15:04:25] [PID:9472] [INFO] [BlackBoard] BlackBoard.c:421 (main) - Received drone coordinates
[2026-01-09 15:04:25] [PID:9472] [INFO] [BlackBoard] BlackBoard.c:421 (main) - Received drone coordinates
[2026-01-09 15:04:25] [PID:9472] [INFO] [BlackBoard] BlackBoard.c:421 (main) - Received drone coordinates
[2026-01-09 15:04:25] [PID:9472] [INFO] [BlackBoard] BlackBoard.c:421 (main) - Received drone coordinates
[2026-01-09 15:04:25] [PID:9472] [INFO] [BlackBoard] BlackBoard.c:421 (main) - Received drone coordinates
[2026-01-09 15:04:25] [PID:9472] [INFO] [BlackBoard] BlackBoard.c:421 (main) - Received drone coordinates
[2026-01-09 15:04:25] [PID:9472] [INFO] [BlackBoard] BlackBoard.c:421 (main) - Received drone coordinates
[2026-01-09 15:04:25] [PID:9472] [INFO] [BlackBoard] BlackBoard.c:421 (main) - Received drone coordinates
[2026-01-09 15:04:26] [PID:9472] [INFO] [BlackBoard] BlackBoard.c:421 (main) - Received drone coordinates
[2026-01-09 15:04:26] [PID:9453] [INFO] [Drone] process_Drone.c:277 (main) - Received key input: f
[2026-01-09 15:04:26] [PID:9472] [INFO] [BlackBoard] BlackBoard.c:421 (main) - Received drone coordinates
[2026-01-09 15:04:26] [PID:9472] [INFO] [BlackBoard] BlackBoard.c:421 (main) - Received drone coordinates
[2026-01-09 15:04:26] [PID:9472] [INFO] [BlackBoard] BlackBoard.c:421 (main) - Received drone coordinates
[2026-01-09 15:04:26] [PID:9472] [INFO] [BlackBoard] BlackBoard.c:421 (main) - Received drone coordinates
[2026-01-09 15:04:26] [PID:9472] [INFO] [BlackBoard] BlackBoard.c:421 (main) - Received drone coordinates
[2026-01-09 15:04:26] [PID:9472] [INFO] [BlackBoard] BlackBoard.c:421 (main) - Received drone coordinates
[2026-01-09 15:04:26] [PID:9472] [INFO] [BlackBoard] BlackBoard.c:421 (main) - Received drone coordinates
[2026-01-09 15:04:26] [PID:9472] [INFO] [BlackBoard] BlackBoard.c:421 (main) - Received drone coordinates
[2026-01-09 15:04:26] [PID:9472] [INFO] [BlackBoard] BlackBoard.c:421 (main) - Received drone coordinates
[2026-01-09 15:04:26] [PID:9472] [INFO] [BlackBoard] BlackBoard.c:421 (main) - Received drone coordinates
[2026-01-09 15:04:26] [PID:9472] [INFO] [BlackBoard] BlackBoard.c:421 (main) - Received drone coordinates
[2026-01-09 15:04:26] [PID:9472] [INFO] [BlackBoard] BlackBoard.c:421 (main) - Received drone coordinates
[2026-01-09 15:04:26] [PID:9472] [INFO] [BlackBoard] BlackBoard.c:421 (main) - Received drone coordinates
[2026-01-09 15:04:26] [PID:9472] [INFO] [BlackBoard] BlackBoard.c:421 (main) - Received drone coordinates
[2026-01-09 15:04:27] [PID:9472] [INFO] [BlackBoard] BlackBoard.c:421 (main) - Received drone coordinates
[2026-01-09 15:04:27] [PID:9472] [INFO] [BlackBoard] BlackBoard.c:421 (main) - Received drone coordinates
[2026-01-09 15:04:27] [PID:9472] [INFO] [BlackBoard] BlackBoard.c:421 (main) - Received drone coordinates
[2026-01-09 15:04:27] [PID:9472] [INFO] [BlackBoard] BlackBoard.c:421 (main) - Received drone coordinates
[2026-01-09 15:04:27] [PID:9472] [INFO] [BlackBoard] BlackBoard.c:421 (main) - Received drone coordinates
[2026-01-09 15:04:27] [PID:9472] [INFO] [BlackBoard] BlackBoard.c:421 (main) - Received drone coordinates
[2026-01-09 15:04:27] [PID:9472] [INFO] [BlackBoard] BlackBoard.c:421 (main) - Received drone coordinates
[2026-01-09 15:04:27] [PID:9472] [INFO] [BlackBoard] BlackBoard.c:421 (main) - Received drone coordinates
[2026-01-09 15:04:27] [PID:9472] [INFO] [BlackBoard] BlackBoard.c:421 (main) - Received drone coordinates
[2026-01-09 15:04:27] [PID:9472] [INFO] [BlackBoard] BlackBoard.c:421 (main) - Received drone coordinates
[2026-01-09 15:04:27] [PID:9472] [INFO] [BlackBoard] BlackBoard.c:421 (main) - Received drone coordinates
[2026-01-09 15:04:27] [PID:9472] [INFO] [BlackBoard] BlackBoard.c:421 (main) - Received drone coordinates
[2026-01-09 15:04:27] [PID:9472] [INFO] [BlackBoard] BlackBoard.c:421 (main) - Received drone coordinates
[2026-01-09 15:04:27] [PID:9472] [INFO] [BlackBoard] BlackBoard.c:421 (main) - Received drone coordinates
[2026-01-09 15:04:27] [PID:9453] [INFO] [Drone] process_Drone.c:277 (main) - Received key input: d
[2026-01-09 15:04:27] [PID:9472] [INFO] [BlackBoard] BlackBoard.c:421 (main) - Received drone coordinates
[2026-01-09 15:04:27] [PID:9472] [INFO] [BlackBoard] BlackBoard.c:421 (main) - Received drone coordinates
[2026-01-09 15:04:28] [PID:9472] [INFO] [BlackBoard] BlackBoard.c:421 (main) - Received drone coordinates
[2026-01-09 15:04:28] [PID:9472] [INFO] [BlackBoard] BlackBoard.c:421 (main) - Received drone coordinates
[2026-01-09 15:04:28] [PID:9472] [INFO] [BlackBoard] BlackBoard.c:421 (main) - Received drone coordinates
[2026-01-09 15:04:28] [PID:9472] [INFO] [BlackBoard] BlackBoard.c:421 (main) - Received drone coordinates
[2026-01-09 15:04:28] [PID:9472] [INFO] [BlackBoard] BlackBoard.c:421 (main) - Received drone coordinates
[2026-01-09 15:04:28] [PID:9472] [INFO] [BlackBoard] BlackBoard.c:421 (main) - Received drone coordinates
[2026-01-09 15:04:28] [PID:9472] [INFO] [BlackBoard] BlackBoard.c:421 (main) - Received drone coordinates
[2026-01-09 15:04:28] [PID:9472] [INFO] [BlackBoard] BlackBoard.c:421 (main) - Received drone coordinates
[2026-01-09 15:04:28] [PID:9472] [INFO] [BlackBoard] BlackBoard.c:421 (main) - Received drone coordinates
[2026-01-09 15:04:28] [PID:9472] [INFO] [BlackBoard] BlackBoard.c:421 (main) - Received drone coordinates
[2026-01-09 15:04:28] [PID:9472] [INFO] [BlackBoard] BlackBoard.c:421 (main) - Received drone coordinates
[2026-01-09 15:04:28] [PID:9472] [INFO] [BlackBoard] BlackBoard.c:421 (main) - Received drone coordinates
[2026-01-09 15:04:28] [PID:9472] [INFO] [BlackBoard] BlackBoard.c:421 (main) - Received drone coordinates
[2026-01-09 15:04:28] [PID:9472] [INFO] [BlackBoard] BlackBoard.c:421 (main) - Received drone coordinates
[2026-01-09 15:04:28] [PID:9472] [INFO] [BlackBoard] BlackBoard.c:421 (main) - Received drone coordinates
[2026-01-09 15:04:28] [PID:9472] [INFO] [BlackBoard] BlackBoard.c:421 (main) - Received drone coordinates
[2026-01-09 15:04:29] [PID:9472] [INFO] [BlackBoard] BlackBoard.c:421 (main) - Received drone coordinates
[2026-01-09 15:04:29] [PID:9472] [INFO] [BlackBoard] BlackBoard.c:421 (main) - Received drone coordinates
[2026-01-09 15:04:29] [PID:9472] [INFO] [BlackBoard] BlackBoard.c:421 (main) - Received drone coordinates
[2026-01-09 15:04:29] [PID:9472] [INFO] [BlackBoard] BlackBoard.c:421 (main) - Received drone coordinates
[2026-01-09 15:04:29] [PID:9472] [INFO] [BlackBoard] BlackBoard.c:421 (main) - Received drone coordinates
[2026-01-09 15:04:29] [PID:9472] [INFO] [BlackBoard] BlackBoard.c:421 (main) - Received drone coordinates
[2026-01-09 15:04:29] [PID:9472] [INFO] [BlackBoard] BlackBoard.c:421 (main) - Received drone coordinates
[2026-01-09 15:04:29] [PID:9472] [INFO] [BlackBoard] BlackBoard.c:421 (main) - Received drone coordinates
[2026-01-09 15:04:29] [PID:9472] [INFO] [BlackBoard] BlackBoard.c:421 (main) - Received drone coordinates
